ID,COUNTYFIPS,STATEFIP,YEAR,AGE,SEX2,HISPAN2,MIGRATE1,PERWT
06001,001,06,2015,32.72727272727273,0.538961038961039,0.8636363636363636,154,17607
06001,001,06,2016,31.0765306122449,0.5714285714285714,0.8877551020408163,196,21357
09001,001,09,2015,32.73684210526316,0.49122807017543857,0.6842105263157895,57,6665
09001,001,09,2016,30.511627906976745,0.6046511627906976,0.7209302325581395,43,7028
10001,001,10,2015,43.333333333333336,0.6666666666666666,1.0,3,442
12001,001,12,2015,31.136363636363637,0.3181818181818182,0.9545454545454546,22,2131
12001,001,12,2016,33.0625,0.3125,0.8125,16,2136
23001,001,23,2016,32.5,0.0,1.0,2,237
36001,001,36,2015,23.555555555555557,0.4444444444444444,1.0,9,1005
36001,001,36,2016,29.714285714285715,0.35714285714285715,0.7857142857142857,28,4366
37001,001,37,2015,20.0,0.0,0.0,1,71
37001,001,37,2016,24.666666666666668,0.6666666666666666,0.0,3,408
01003,003,01,2016,24.666666666666668,0.3333333333333333,0.3333333333333333,6,781
09003,003,09,2015,29.51063829787234,0.5319148936170213,0.8297872340425532,47,5187
09003,003,09,2016,30.976744186046513,0.5813953488372093,0.9767441860465116,43,3960
10003,003,10,2015,34.32142857142857,0.5,0.7857142857142857,28,2782
10003,003,10,2016,36.47826086956522,0.4782608695652174,0.9565217391304348,23,3275
18003,003,18,2015,22.75,0.5833333333333334,1.0,12,642
18003,003,18,2016,39.42857142857143,0.14285714285714285,0.8571428571428571,7,1040
24003,003,24,2015,34.0,0.6,0.8,5,926
24003,003,24,2016,24.833333333333332,0.3333333333333333,1.0,6,523
25003,003,25,2015,25.571428571428573,1.0,0.7142857142857143,7,430
25003,003,25,2016,27.0,1.0,1.0,1,119
27003,003,27,2015,9.0,0.3333333333333333,0.6666666666666666,3,1336
27003,003,27,2016,18.0,0.3333333333333333,0.6666666666666666,3,600
32003,003,32,2015,36.7,0.6,0.725,80,9358
32003,003,32,2016,35.266666666666666,0.4666666666666667,0.6666666666666666,60,7707
34003,003,34,2015,32.929577464788736,0.5633802816901409,0.7464788732394366,71,9153
34003,003,34,2016,35.755102040816325,0.4897959183673469,0.9387755102040817,49,5278
42003,003,42,2015,31.125,0.475,1.0,40,7200
42003,003,42,2016,29.62121212121212,0.5,0.9242424242424242,66,10132
44003,003,44,2015,24.0,1.0,0.75,4,379
04005,005,04,2015,25.833333333333332,0.4166666666666667,0.8333333333333334,12,751
04005,005,04,2016,53.0,0.5,1.0,2,156
09005,005,09,2015,21.0,0.5,1.0,2,157
10005,005,10,2015,40.666666666666664,0.3333333333333333,1.0,3,405
10005,005,10,2016,50.5,0.75,1.0,4,212
22005,005,22,2016,32.0,1.0,0.0,1,512
24005,005,24,2015,39.45454545454545,0.7272727272727273,0.5909090909090909,22,1586
24005,005,24,2016,26.53846153846154,0.8076923076923077,0.8846153846153846,26,4318
26005,005,26,2015,21.0,0.6666666666666666,0.6666666666666666,3,534
34005,005,34,2015,40.142857142857146,0.7142857142857143,1.0,7,740
