ID,Population,Labor Part.,Employment,Unemployment
55089,69022,69.1,66.9,3.2
55097,55971,69.0,65.3,5.3
55101,151016,67.0,63.1,5.7
55105,124191,69.2,64.0,7.4
55109,62546,77.3,73.3,5.0
55117,90766,70.8,67.2,5.0
55127,80727,69.5,66.5,4.2
55131,101074,75.1,72.2,3.7
55133,303940,70.8,68.1,3.6
55139,131381,67.4,63.8,5.1
55141,59155,68.4,63.7,6.4
56021,67131,71.0,63.3,3.0
56025,56935,64.6,62.6,3.0
