,Unnamed: 0,ID,Population,Labor Part.,Employment,Unemployment,YEAR,AGE,SEX2,HISPAN2,MIGRATE1,PERWT,Total_weighted
805,805,34019,103361,70.3,64.0,9.0,2009,19.0,0.0,0.0,1.0,30.0,30.0
806,806,34021,291879,69.4,61.7,11.0,2009,32.0,0.6,0.8,10.0,1810.0,18100.0
807,807,34023,628265,66.7,60.4,9.3,2009,32.08888888888889,0.5555555555555556,0.7777777777777778,45.0,5683.0,255735.0
808,808,34025,509694,67.6,61.7,8.5,2009,31.57142857142857,0.42857142857142855,0.8571428571428571,7.0,1276.0,8932.0
809,809,34027,384976,69.8,64.8,6.9,2009,32.78947368421053,0.4736842105263158,0.7894736842105263,19.0,1532.0,29108.0
810,810,34029,455882,60.5,53.3,11.3,2009,29.4,0.6,0.6,5.0,1109.0,5545.0
811,811,34031,380771,63.8,57.4,9.9,2009,27.88888888888889,0.4444444444444444,0.7777777777777778,9.0,1002.0,9018.0
812,812,34035,254553,68.9,63.4,8.1,2009,33.125,0.5,0.875,8.0,1528.0,12224.0
813,813,34039,410002,68.9,61.9,10.1,2009,23.57142857142857,0.6428571428571429,0.42857142857142855,14.0,1772.0,24808.0
814,814,34041,86485,69.4,64.1,7.6,2009,18.0,0.0,0.0,1.0,114.0,114.0
815,815,35001,503195,66.2,60.9,7.2,2009,27.5,0.5,0.375,16.0,2424.0,38784.0
816,816,35013,155515,61.8,53.7,11.5,2009,29.222222222222207,0.2222222222222222,0.1111111111111111,9.0,1148.0,10332.0
817,817,36001,246417,65.4,60.1,8.0,2009,50.8,0.6,1.0,5.0,503.0,2515.0
818,818,36005,1054516,59.3,51.3,13.3,2009,37.647058823529406,0.38235294117647056,0.38235294117647056,34.0,4485.0,152490.0
819,819,36027,236830,64.2,58.7,8.3,2009,33.2,0.6,1.0,5.0,353.0,1765.0
820,820,36029,736694,65.1,59.0,9.1,2009,24.714285714285715,0.6428571428571429,0.9285714285714286,14.0,1472.0,20608.0
821,821,36047,2002084,61.6,55.3,10.0,2009,29.624000000000002,0.568,0.8,125.0,17871.0,2233875.0
822,822,36059,1084004,66.3,61.4,7.3,2009,42.0,0.631578947368421,0.7368421052631579,19.0,2827.0,53713.0
823,823,36061,1392971,68.5,61.9,9.7,2009,30.67768595041323,0.5206611570247934,0.7355371900826446,121.0,16647.0,2014287.0
824,824,36063,174343,61.1,54.3,10.9,2009,19.0,1.0,1.0,1.0,11.0,11.0
825,825,36071,290868,68.9,61.7,7.1,2009,28.5,0.75,0.75,4.0,617.0,2468.0
826,826,36081,1865118,65.6,59.1,9.9,2009,33.73529411764706,0.5686274509803921,0.8039215686274509,102.0,15962.0,1628124.0
827,827,36083,126649,67.6,62.3,7.6,2009,30.0,0.5,1.0,2.0,168.0,336.0
828,828,36085,392966,59.8,55.5,7.0,2009,41.111111111111114,0.7777777777777778,1.0,9.0,983.0,8847.0
829,829,36087,226055,66.8,61.9,7.3,2009,25.4,0.6,0.6,5.0,654.0,3270.0
830,830,36089,90345,57.7,52.6,8.8,2009,19.0,1.0,1.0,1.0,120.0,120.0
831,831,36091,177753,68.4,63.8,6.3,2009,27.0,0.5,1.0,4.0,460.0,1840.0
832,832,36093,121653,65.8,60.6,7.4,2009,25.0,0.7142857142857143,1.0,7.0,832.0,5824.0
833,833,36103,1195758,66.3,61.3,7.3,2009,35.28,0.56,0.6,25.0,3928.0,98200.0
834,834,37001,117397,66.7,59.8,10.1,2009,21.8,0.5,0.9,10.0,1451.0,14510.0
835,835,37025,129531,70.4,61.9,11.9,2009,17.0,0.0,0.0,2.0,441.0,882.0
836,836,37051,238267,67.6,46.8,13.0,2009,23.2,0.6,0.6,5.0,429.0,2145.0
837,837,37057,124519,65.4,58.3,10.9,2009,19.0,0.0,0.0,1.0,53.0,53.0
838,838,37067,280282,64.0,56.5,11.7,2009,19.5,0.25,1.0,4.0,350.0,1400.0
839,839,37081,380163,66.7,59.3,10.7,2009,20.5625,0.5625,0.9375,16.0,1704.0,27264.0
840,840,37097,123093,64.1,55.7,12.9,2009,16.0,0.6666666666666666,0.0,3.0,339.0,1017.0
841,841,37119,698607,73.4,65.4,10.7,2009,26.25,0.5,0.7857142857142857,28.0,4259.0,119252.0
842,842,37133,135290,73.0,34.1,10.6,2009,32.0,1.0,0.6666666666666666,3.0,393.0,1179.0
843,843,37147,126071,67.5,59.1,12.0,2009,34.0,0.0,0.5,2.0,198.0,396.0
844,844,37151,111352,65.4,57.8,11.0,2009,46.0,0.0,0.0,1.0,109.0,109.0
845,845,37155,97433,52.9,47.7,9.2,2009,45.0,0.0,0.0,1.0,61.0,61.0
846,846,37179,145155,69.1,62.8,9.1,2009,27.2,0.6,0.8,5.0,616.0,3080.0
847,847,37191,87461,65.5,52.7,12.0,2009,23.33333333333333,1.0,0.6666666666666666,3.0,209.0,627.0
848,848,38017,115172,77.1,72.1,5.7,2009,22.5,1.0,1.0,2.0,203.0,406.0
849,849,39007,80326,58.0,50.0,13.8,2009,49.0,1.0,1.0,1.0,42.0,42.0
850,850,39017,283710,68.2,60.4,11.4,2009,36.2,0.6,1.0,5.0,1040.0,5200.0
851,851,39035,1020081,64.0,55.2,13.6,2009,28.60606060606061,0.5151515151515151,0.9696969696969696,33.0,3597.0,118701.0
852,852,39041,126346,73.6,69.6,4.9,2009,23.0,0.0,1.0,1.0,98.0,98.0
853,853,39045,111082,67.5,60.3,10.1,2009,58.0,0.0,0.0,1.0,19.0,19.0
854,854,39049,903198,69.8,63.5,8.9,2009,29.56,0.36,0.96,25.0,3748.0,93700.0
855,855,39057,129061,67.2,59.5,8.3,2009,22.0,1.0,1.0,2.0,147.0,294.0
856,856,39061,678267,66.0,59.8,9.3,2009,23.73684210526316,0.3684210526315789,0.5263157894736842,19.0,2215.0,42085.0
857,857,39089,123612,67.3,61.6,8.5,2009,19.0,0.0,1.0,1.0,211.0,211.0
858,858,39093,240667,64.0,56.1,12.3,2009,27.0,0.0,1.0,1.0,89.0,89.0
859,859,39103,135379,69.5,64.2,7.6,2009,31.0,1.0,1.0,1.0,88.0,88.0
860,860,39113,425196,64.6,55.3,13.3,2009,22.6,0.2,0.6,5.0,659.0,3295.0
861,861,39133,127789,69.0,59.3,13.7,2009,21.33333333333333,0.3333333333333333,1.0,3.0,660.0,1980.0
862,862,39153,433913,66.8,59.3,11.1,2009,27.5,0.6666666666666666,1.0,6.0,712.0,4272.0
863,863,39165,161042,68.4,61.9,9.1,2009,26.6,0.6,1.0,5.0,382.0,1910.0
864,864,39169,88359,67.5,61.9,8.2,2009,26.5,0.5,1.0,2.0,169.0,338.0
865,865,41017,126243,64.9,55.8,13.4,2009,18.0,1.0,0.0,1.0,106.0,106.0
866,866,41029,163100,60.2,53.1,11.8,2009,17.5,1.0,0.5,2.0,110.0,220.0
867,867,41039,289262,60.3,51.8,14.0,2009,24.538461538461537,0.6923076923076923,0.9230769230769232,13.0,2893.0,37609.0
868,868,41047,243458,64.7,56.6,12.1,2009,25.84615384615385,0.2307692307692308,0.4615384615384616,13.0,3017.0,39221.0
869,869,42003,1007171,63.9,58.3,8.5,2009,28.85185185185185,0.4444444444444444,0.8518518518518519,27.0,3407.0,91989.0
870,870,42011,321710,67.0,59.3,11.2,2009,26.83333333333333,0.5,0.3333333333333333,6.0,590.0,3540.0
871,871,42017,502599,69.4,63.5,8.3,2009,49.0,1.0,1.0,1.0,140.0,140.0
872,872,42027,126078,58.7,54.1,7.4,2009,30.8,0.4,1.0,5.0,717.0,3585.0
873,873,42029,389606,70.4,65.5,6.7,2009,35.375,0.5,0.75,8.0,839.0,6712.0
874,874,42043,205522,67.6,62.4,7.5,2009,25.25,0.5,0.75,4.0,886.0,3544.0
875,875,42045,445371,65.6,59.5,9.2,2009,34.63636363636363,0.5454545454545454,0.9090909090909092,11.0,1786.0,19646.0
876,876,42049,225897,62.9,56.8,9.6,2009,25.33333333333333,0.3333333333333333,0.6666666666666666,3.0,193.0,579.0
877,877,42071,396831,67.1,61.7,7.9,2009,21.83333333333333,0.6666666666666666,0.8333333333333334,6.0,847.0,5082.0
878,878,42085,94386,57.7,49.6,13.7,2009,28.66666666666667,0.0,0.0,6.0,423.0,2538.0
879,879,42089,133237,65.2,57.2,12.0,2009,34.0,1.0,1.0,1.0,179.0,179.0
880,880,42091,625766,69.3,64.2,7.0,2009,33.9,0.6,0.9,20.0,1967.0,39340.0
881,881,42095,241561,64.7,58.8,9.1,2009,26.88888888888889,0.3333333333333333,1.0,9.0,1172.0,10548.0
882,882,42101,1225715,60.1,51.7,13.8,2009,27.027777777777786,0.5833333333333334,0.9166666666666666,36.0,6182.0,222552.0
883,883,42107,121297,58.2,52.3,10.1,2009,23.5,0.0,0.0,2.0,97.0,194.0
884,884,42133,341444,67.8,62.1,8.2,2009,39.25,0.75,1.0,4.0,538.0,2152.0
885,885,44003,138626,68.1,61.6,9.2,2009,19.5,0.5,1.0,2.0,188.0,376.0
886,886,44007,502367,67.0,59.7,10.9,2009,40.214285714285715,0.42857142857142855,0.42857142857142855,14.0,1636.0,22904.0
887,887,44009,104586,66.6,61.2,7.2,2009,27.33333333333333,0.6666666666666666,1.0,3.0,274.0,822.0
888,888,45007,145262,62.5,54.6,12.4,2009,23.5,0.5,1.0,4.0,304.0,1216.0
889,889,45015,134957,68.6,58.6,9.8,2009,35.90909090909091,0.09090909090909093,0.3636363636363637,11.0,1089.0,11979.0
890,890,45019,287936,68.1,59.7,10.8,2009,41.5,0.0,0.0,2.0,64.0,128.0
891,891,45045,351565,64.5,57.5,10.8,2009,41.0,0.6666666666666666,1.0,9.0,1330.0,11970.0
892,892,45051,214835,62.7,54.2,13.4,2009,28.66666666666667,1.0,1.0,3.0,252.0,756.0
893,893,45083,225491,61.3,54.5,11.1,2009,32.22222222222222,0.4444444444444444,0.3333333333333333,9.0,1555.0,13995.0
894,894,45085,80288,59.2,47.3,15.8,2009,26.33333333333333,1.0,1.0,3.0,294.0,882.0
895,895,45091,175876,69.1,62.1,9.8,2009,15.5,1.0,1.0,2.0,316.0,632.0
896,896,47009,99616,63.5,57.0,9.3,2009,55.0,0.0,1.0,1.0,87.0,87.0
897,897,47037,508182,70.2,63.4,9.6,2009,28.4,0.4666666666666667,0.9333333333333332,15.0,2015.0,30225.0
898,898,47125,121655,68.5,51.2,10.7,2009,33.888888888888886,0.6666666666666666,1.0,9.0,568.0,5112.0
899,899,47149,196446,72.6,66.1,8.4,2009,20.8,0.6,0.2,5.0,481.0,2405.0
900,900,47157,698377,66.3,58.1,12.0,2009,26.07692307692308,0.6923076923076923,0.8461538461538461,13.0,1402.0,18226.0
901,901,48029,1235644,65.5,58.4,7.8,2009,34.560975609756106,0.4390243902439024,0.2682926829268293,41.0,5432.0,222712.0
902,902,48039,233297,65.6,61.2,6.6,2009,50.33333333333334,0.3333333333333333,0.6666666666666666,3.0,233.0,699.0
903,903,48041,144373,62.3,57.1,8.1,2009,24.055555555555557,0.3333333333333333,0.4444444444444444,18.0,1412.0,25416.0
904,904,48061,271655,53.9,49.5,7.9,2009,21.88888888888889,0.7777777777777778,0.2222222222222222,9.0,1127.0,10143.0
905,905,48085,593277,74.0,69.3,6.2,2009,28.642857142857146,0.5,0.75,28.0,3460.0,96880.0
906,906,48113,1826780,69.3,62.7,9.4,2009,29.527777777777786,0.4861111111111111,0.6666666666666666,72.0,7920.0,570240.0
907,907,48121,496961,76.3,70.2,8.0,2009,26.04545454545455,0.4545454545454545,0.7727272727272727,22.0,3135.0,68970.0
908,908,48135,97821,68.3,62.6,8.3,2009,29.4,0.6,0.2,5.0,1154.0,5770.0
909,909,48141,538704,61.7,55.2,7.1,2009,37.2,0.4,0.08571428571428573,35.0,4272.0,149520.0
910,910,48157,413343,68.1,64.1,5.7,2009,26.63636363636364,0.4545454545454545,0.6666666666666666,33.0,3984.0,131472.0
911,911,48167,221242,68.2,61.9,8.9,2009,26.88888888888889,0.6666666666666666,0.6666666666666666,9.0,1344.0,12096.0
912,912,48201,3015761,69.4,63.9,7.8,2009,29.5,0.4601769911504425,0.5265486725663717,226.0,31410.0,7098660.0
913,913,48215,498089,60.1,53.6,10.6,2009,41.333333333333336,0.5185185185185185,0.3703703703703704,27.0,2744.0,74088.0
914,914,48245,190531,58.8,53.6,8.8,2009,34.25,0.25,0.25,4.0,499.0,1996.0
915,915,48251,118735,64.9,58.7,9.4,2009,29.44444444444445,0.5555555555555556,0.4444444444444444,9.0,1498.0,13482.0
916,916,48303,210473,65.4,60.6,7.2,2009,31.8,0.4,0.8,5.0,458.0,2290.0
917,917,48309,180047,62.2,57.2,7.8,2009,18.714285714285715,0.7142857142857143,0.2857142857142857,7.0,573.0,4011.0
918,918,48329,100047,68.7,64.3,6.2,2009,47.5,0.5,0.0,2.0,150.0,300.0
919,919,48375,90971,63.9,59.8,6.2,2009,39.0,0.3333333333333333,0.6666666666666666,3.0,316.0,948.0
920,920,48423,157540,63.3,57.4,9.1,2009,30.0,0.75,0.0,4.0,933.0,3732.0
921,921,48441,99328,67.7,60.4,4.5,2009,15.0,0.6666666666666666,0.3333333333333333,3.0,382.0,1146.0
922,922,48479,157229,62.6,57.6,7.9,2009,25.07692307692308,0.38461538461538464,0.0,13.0,2065.0,26845.0
923,923,48491,306308,73.5,67.1,8.2,2009,25.25,0.75,0.5833333333333334,12.0,1467.0,17604.0
924,924,49011,209217,70.9,64.2,6.9,2009,21.714285714285715,0.14285714285714285,1.0,7.0,1667.0,11669.0
925,925,49035,762896,72.3,66.5,7.8,2009,28.3125,0.40625,0.8125,32.0,6315.0,202080.0
926,926,49049,373273,68.8,63.0,8.2,2009,26.214285714285715,0.5,0.7857142857142857,14.0,2582.0,36148.0
927,927,49057,168694,68.9,61.4,9.8,2009,28.66666666666667,0.0,0.0,3.0,530.0,1590.0
928,928,51013,185062,79.7,73.3,5.8,2009,35.13333333333333,0.6666666666666666,0.7333333333333333,15.0,1887.0,28305.0
929,929,51041,235439,72.2,67.0,6.7,2009,29.16666666666667,0.5,1.0,6.0,509.0,3054.0
930,930,51087,233210,70.8,64.9,8.1,2009,28.619047619047624,0.5238095238095238,0.8095238095238095,21.0,1873.0,39333.0
931,931,51510,124763,75.6,69.6,6.1,2009,35.0,0.75,1.0,4.0,530.0,2120.0
932,932,51650,115775,68.9,56.2,11.4,2009,37.2,0.2,1.0,5.0,1950.0,9750.0
933,933,51700,149026,68.2,55.0,8.7,2009,34.0,0.5,0.5,2.0,182.0,364.0
934,934,51710,184079,70.7,55.7,10.0,2009,50.28571428571429,0.42857142857142855,0.7142857142857143,7.0,789.0,5523.0
935,935,51760,167644,61.4,53.9,11.6,2009,20.33333333333333,0.6666666666666666,1.0,6.0,671.0,4026.0
936,936,51810,340413,72.4,60.9,6.5,2009,21.777777777777786,0.6666666666666666,1.0,9.0,995.0,8955.0
937,937,53011,331803,66.1,57.6,12.5,2009,31.0,1.0,1.0,1.0,132.0,132.0
938,938,53033,1552600,71.0,65.3,7.9,2009,28.517241379310345,0.4022988505747127,0.9195402298850576,87.0,10790.0,938730.0
939,939,53053,624555,66.9,56.5,10.5,2009,32.411764705882355,0.7058823529411765,0.7647058823529411,17.0,1624.0,27608.0
940,940,53061,543302,70.0,63.2,8.8,2009,37.75,0.75,1.0,8.0,1107.0,8856.0
941,941,53063,371638,64.4,56.8,10.2,2009,36.6,0.6,1.0,10.0,1441.0,14410.0
942,942,53067,201198,65.6,57.4,9.3,2009,60.0,1.0,1.0,2.0,243.0,486.0
943,943,53073,163740,66.4,59.1,10.5,2009,35.25,1.0,1.0,4.0,593.0,2372.0
944,944,53077,172532,63.4,56.0,11.7,2009,37.6,0.0,0.0,5.0,672.0,3360.0
945,945,55009,194389,71.8,65.9,8.1,2009,32.333333333333336,0.6666666666666666,1.0,3.0,462.0,1386.0
946,946,55025,401682,75.4,70.5,6.2,2009,22.642857142857146,0.5,0.7142857142857143,14.0,2030.0,28420.0
947,947,55073,103875,70.8,65.5,7.4,2009,16.0,1.0,1.0,1.0,32.0,32.0
948,948,55101,157846,65.1,58.7,9.8,2009,22.0,1.0,1.0,1.0,178.0,178.0
949,949,55117,91121,70.0,66.0,5.7,2009,58.0,1.0,1.0,1.0,194.0,194.0
950,950,1003,145994,59.3,52.9,10.5,2010,31.0,1.0,1.0,1.0,143.0,143.0
951,951,1015,94819,53.7,45.1,15.9,2010,46.0,1.0,1.0,1.0,89.0,89.0
952,952,1073,523376,62.8,55.3,11.8,2010,28.5,0.3333333333333333,0.8333333333333334,6.0,925.0,5550.0
953,953,1081,112657,64.7,56.6,11.4,2010,28.555555555555557,0.5555555555555556,0.8888888888888888,9.0,614.0,5526.0
954,954,1097,323741,60.8,52.7,13.1,2010,36.333333333333336,0.3333333333333333,1.0,3.0,462.0,1386.0
955,955,4005,106479,63.7,55.9,12.3,2010,24.4,0.2,1.0,5.0,539.0,2695.0
956,956,4013,2928222,64.6,57.2,11.2,2010,35.159663865546214,0.4873949579831933,0.7899159663865546,119.0,15277.0,1817963.0
957,957,4019,784314,60.0,52.6,11.5,2010,31.13793103448276,0.6551724137931034,0.6896551724137931,29.0,3639.0,105531.0
958,958,4025,175227,50.2,45.1,9.9,2010,50.0,1.0,1.0,1.0,98.0,98.0
959,959,4027,147563,56.7,46.5,14.8,2010,53.0,0.3333333333333333,0.9166666666666666,12.0,1082.0,12984.0
960,960,5007,167075,65.3,61.0,6.4,2010,33.714285714285715,0.42857142857142855,0.5714285714285714,7.0,1552.0,10864.0
961,961,5119,302050,65.5,58.8,8.6,2010,14.0,1.0,1.0,2.0,184.0,368.0
962,962,5143,157704,67.6,61.2,9.4,2010,22.33333333333333,1.0,0.6666666666666666,3.0,618.0,1854.0
963,963,6001,1211230,65.8,57.7,12.1,2010,31.555555555555557,0.5656565656565656,0.8686868686868687,99.0,11697.0,1158003.0
964,964,6013,823316,66.4,58.3,12.0,2010,40.56,0.76,0.84,25.0,3104.0,77600.0
965,965,6017,144955,61.6,54.2,12.0,2010,12.0,1.0,0.0,1.0,150.0,150.0
966,966,6019,688488,62.4,52.9,15.2,2010,36.107142857142854,0.42857142857142855,0.6428571428571429,28.0,3499.0,97972.0
967,967,6023,110519,62.8,55.5,11.5,2010,17.0,1.0,1.0,2.0,105.0,210.0
968,968,6025,129452,55.1,43.7,20.5,2010,23.57142857142857,0.2857142857142857,0.14285714285714285,7.0,776.0,5432.0
969,969,6029,618087,59.0,50.3,14.6,2010,34.45454545454545,0.5,0.5,22.0,2541.0,55902.0
970,970,6031,114529,55.8,45.8,12.3,2010,44.33333333333334,0.3333333333333333,0.6666666666666666,3.0,158.0,474.0
972,972,6039,113545,55.1,47.8,13.3,2010,17.5,0.5,0.0,2.0,319.0,638.0
973,973,6041,206320,64.2,57.9,9.7,2010,30.4,0.7,1.0,10.0,1508.0,15080.0
974,974,6047,185041,62.2,50.8,18.2,2010,26.0,0.0,0.0,2.0,70.0,140.0
975,975,6055,108400,64.4,58.1,9.6,2010,39.25,0.25,0.75,4.0,398.0,1592.0
976,976,6059,2373332,67.0,59.6,11.0,2010,34.57627118644068,0.5,0.8559322033898306,118.0,15745.0,1857910.0
977,977,6061,273861,62.5,55.4,11.2,2010,15.0,0.0,1.0,3.0,139.0,417.0
978,978,6065,1656417,61.9,51.6,16.3,2010,36.79166666666666,0.4861111111111111,0.5833333333333334,72.0,7596.0,546912.0
979,979,6067,1099344,63.7,54.2,14.9,2010,39.647058823529406,0.5294117647058824,0.9117647058823528,34.0,3491.0,118694.0
980,980,6071,1521715,63.1,52.0,16.2,2010,36.230769230769226,0.6538461538461539,0.4615384615384616,26.0,3580.0,93080.0
981,981,6073,2465928,64.7,54.7,11.3,2010,33.08536585365854,0.5792682926829268,0.7560975609756098,164.0,19310.0,3166840.0
982,982,6075,709774,69.2,62.9,9.0,2010,33.15254237288136,0.4745762711864407,0.9491525423728814,59.0,7236.0,426924.0
983,983,6077,510586,62.8,51.9,17.4,2010,37.111111111111114,0.6666666666666666,0.6666666666666666,9.0,775.0,6975.0
984,984,6079,225341,59.0,51.9,11.8,2010,15.0,0.0,1.0,1.0,339.0,339.0
985,985,6081,578119,68.8,62.7,8.9,2010,33.74193548387097,0.6129032258064516,0.7741935483870968,31.0,3032.0,93992.0
986,986,6083,337998,63.1,55.4,11.2,2010,28.43333333333333,0.26666666666666666,0.5666666666666667,30.0,4084.0,122520.0
987,987,6085,1401794,67.0,59.5,11.2,2010,32.150943396226424,0.4968553459119497,0.8553459119496856,159.0,19159.0,3046281.0
988,988,6087,214682,60.8,54.7,10.0,2010,18.0,1.0,0.0,1.0,52.0,52.0
989,989,6095,325128,65.3,55.6,13.3,2010,40.142857142857146,0.5714285714285714,0.7142857142857143,7.0,1083.0,7581.0
990,990,6097,391358,66.6,58.2,12.4,2010,25.875,0.625,0.625,8.0,1003.0,8024.0
991,991,6099,385263,62.4,51.6,17.1,2010,49.125,0.375,0.625,8.0,1079.0,8632.0
992,992,6107,315069,64.4,53.7,16.4,2010,49.111111111111114,0.2222222222222222,0.2222222222222222,9.0,932.0,8388.0
993,993,6111,640277,68.0,60.5,10.2,2010,43.25925925925926,0.6296296296296297,0.6296296296296297,27.0,2821.0,76167.0
994,994,6113,161161,62.3,53.9,13.0,2010,35.153846153846146,0.6153846153846154,0.8461538461538461,13.0,1509.0,19617.0
995,995,8041,481680,69.2,57.2,10.4,2010,29.125,0.5625,0.8125,16.0,2463.0,39408.0
996,996,8123,190878,68.5,62.2,9.1,2010,26.0,0.2,0.6,5.0,547.0,2735.0
997,997,9001,717428,67.5,60.2,10.7,2010,33.64705882352941,0.6176470588235294,0.7647058823529411,34.0,5248.0,178432.0
998,998,9003,715366,68.0,60.4,11.1,2010,32.3,0.6333333333333333,0.9666666666666668,30.0,3559.0,106770.0
999,999,9005,155292,69.6,62.8,9.8,2010,21.0,0.0,1.0,2.0,184.0,368.0
1000,1000,9007,134532,68.0,62.0,8.4,2010,20.0,0.6666666666666666,1.0,3.0,289.0,867.0
1001,1001,9009,696035,67.9,60.4,10.9,2010,33.23529411764706,0.35294117647058826,0.8235294117647058,17.0,1615.0,27455.0
1002,1002,9011,222269,68.2,59.9,8.4,2010,35.0,1.0,0.5,2.0,183.0,366.0
1003,1003,9015,95219,69.4,60.6,12.1,2010,27.66666666666667,1.0,0.3333333333333333,3.0,218.0,654.0
1004,1004,10001,127307,62.3,54.0,10.4,2010,20.0,0.0,1.0,1.0,170.0,170.0
1005,1005,10003,428233,66.9,61.1,8.6,2010,27.8,0.4,0.6,5.0,632.0,3160.0
1006,1006,10005,161246,55.9,50.0,10.5,2010,25.0,0.0,0.0,1.0,318.0,318.0
1007,1007,12001,208720,59.6,53.9,9.4,2010,28.73333333333333,0.4666666666666667,0.8666666666666667,30.0,3070.0,92100.0
1008,1008,12005,137286,63.6,54.7,12.1,2010,35.5,1.0,0.5,2.0,163.0,326.0
1009,1009,12009,451508,58.3,50.4,12.9,2010,32.230769230769226,0.4615384615384616,1.0,13.0,1040.0,13520.0
1010,1010,12011,1410225,68.0,58.6,13.6,2010,39.273381294964025,0.5179856115107914,0.7122302158273381,139.0,17292.0,2403588.0
1011,1011,12015,140259,45.4,37.8,16.5,2010,61.0,0.5,1.0,2.0,157.0,314.0
1012,1012,12021,267450,52.7,46.2,12.2,2010,45.18181818181818,0.5454545454545454,0.6363636363636364,11.0,1392.0,15312.0
1013,1013,12033,241371,61.9,47.3,16.6,2010,22.0,0.0,0.5,2.0,205.0,410.0
1014,1014,12053,142955,48.5,39.2,19.2,2010,27.5,0.5,0.5,2.0,247.0,494.0
1015,1015,12057,972750,66.3,57.3,13.0,2010,35.882352941176464,0.5294117647058824,0.6176470588235294,34.0,3114.0,105876.0
1016,1016,12069,243032,54.4,48.2,11.2,2010,34.125,0.75,1.0,8.0,584.0,4672.0
1017,1017,12071,513262,54.3,45.4,16.3,2010,37.3448275862069,0.5862068965517241,0.7586206896551724,29.0,4341.0,125889.0
1018,1018,12081,264825,56.1,48.1,14.3,2010,66.5,0.5,0.7,10.0,1292.0,12920.0
1019,1019,12083,275262,49.7,41.3,16.7,2010,31.5,0.5,0.0,2.0,154.0,308.0
1020,1020,12085,123436,54.2,46.8,13.7,2010,10.5,0.75,0.5,4.0,306.0,1224.0
1021,1021,12095,910706,69.1,60.2,12.8,2010,38.41509433962264,0.5094339622641509,0.6981132075471698,53.0,6321.0,335013.0
1022,1022,12097,207849,66.0,56.4,14.5,2010,36.875,0.5,0.625,8.0,991.0,7928.0
1023,1023,12099,1088005,61.6,53.1,13.6,2010,36.95,0.4,0.7375,80.0,8926.0,714080.0
1024,1024,12101,378924,56.7,48.6,14.2,2010,62.615384615384606,0.4615384615384616,0.8461538461538461,13.0,1287.0,16731.0
1025,1025,12103,774680,60.3,52.8,12.2,2010,55.86206896551725,0.5172413793103449,1.0,29.0,3281.0,95149.0
1026,1026,12105,477504,58.2,49.8,14.3,2010,43.33333333333334,0.6,0.8666666666666667,15.0,1470.0,22050.0
1027,1027,12109,152609,63.5,57.8,8.9,2010,45.25,0.5,1.0,4.0,448.0,1792.0
1028,1028,12111,224972,56.8,48.1,15.2,2010,37.125,0.375,0.875,8.0,891.0,7128.0
1029,1029,12115,327854,51.9,44.8,13.7,2010,61.16666666666666,0.5,0.8333333333333334,12.0,1146.0,13752.0
1030,1030,12117,337431,66.7,59.1,11.5,2010,45.7,0.5,0.8,10.0,801.0,8010.0
1031,1031,12127,413019,53.7,46.8,12.8,2010,21.33333333333333,0.3333333333333333,0.8333333333333334,6.0,781.0,4686.0
1032,1032,13021,120666,53.1,47.0,11.4,2010,20.0,0.0,1.0,3.0,217.0,651.0
1033,1033,13051,211833,61.1,55.3,8.2,2010,30.0,0.0,1.0,2.0,155.0,310.0
1034,1034,13057,162041,71.1,63.9,10.0,2010,17.666666666666668,0.3333333333333333,0.6666666666666666,3.0,224.0,672.0
1035,1035,13063,193295,69.0,55.8,18.9,2010,41.0,0.75,0.5,4.0,499.0,1996.0
1036,1036,13067,532341,72.2,63.9,11.3,2010,35.5,0.5,0.9,10.0,1103.0,11030.0
1037,1037,13089,544659,70.3,58.3,16.9,2010,29.14893617021277,0.5319148936170213,0.8297872340425532,47.0,5731.0,269357.0
1038,1038,13121,730836,68.1,59.0,13.2,2010,30.32608695652174,0.5434782608695652,0.9130434782608696,46.0,4678.0,215188.0
1039,1039,13135,599354,72.5,63.8,11.8,2010,36.05263157894737,0.5,0.7894736842105263,38.0,4621.0,175598.0
1040,1040,13139,135384,62.8,55.6,11.4,2010,27.0,0.0,0.0,1.0,300.0,300.0
1041,1041,13151,150894,70.9,60.8,14.1,2010,42.0,0.0,1.0,1.0,75.0,75.0
1042,1042,13215,147675,61.7,48.5,12.0,2010,45.0,0.0,1.0,1.0,64.0,64.0
1043,1043,16001,300258,68.0,61.9,8.6,2010,24.5,0.16666666666666666,0.6666666666666666,6.0,735.0,4410.0
1044,1044,16027,136258,63.2,54.1,14.1,2010,32.0,0.0,0.0,3.0,137.0,411.0
1045,1045,17019,166348,63.1,58.1,7.9,2010,23.87804878048781,0.4878048780487805,0.902439024390244,41.0,5136.0,210576.0
1046,1046,17031,4114076,66.3,57.6,13.1,2010,30.639344262295083,0.5956284153005464,0.7103825136612022,183.0,26368.0,4825344.0
1047,1047,17043,718579,71.6,64.8,9.5,2010,40.75,0.6071428571428571,0.7857142857142857,28.0,3459.0,96852.0
1048,1048,17091,88579,62.3,54.8,12.0,2010,44.0,0.0,0.0,1.0,84.0,84.0
1049,1049,17097,536528,70.6,61.9,11.6,2010,30.63157894736842,0.6842105263157895,0.7894736842105263,19.0,1976.0,37544.0
1050,1050,17113,135006,69.7,64.8,7.1,2010,23.0,1.0,1.0,1.0,150.0,150.0
